(MA-99-3a) Population Estimates for Metropolitan Areas and Components, Annual Time Series
           April 1, 1990 to July 1, 1999 (includes April 1, 1990 Population Estimates Base)
     
Source:   Population Estimates Program, Population Division, U.S. Census Bureau, Washington, DC 20233
Contact:  Statistical Information Staff, Population Division, U.S. Census Bureau (301-457-2422)
          pop@census.gov (Please include a telephone number with email correspondence.)
     
Internet Release Date:  October 20, 2000
     
Block 1 of 2:  Population Estimates for the Years 1994-1999

                                                --------------------------Estimated Population--------------------------
Area Name                                             7/1/99      7/1/98      7/1/97      7/1/96      7/1/95      7/1/94
  Luzerne County, PA............................     328,611     329,148     329,053     328,479     328,149
  Wyoming County, PA............................      29,491      29,137      28,258      28,124      28,076
Seattle-Tacoma-Bremerton, WA CMSA...............   3,177,606   3,126,227   3,053,154   2,993,065   2,970,300
  Bremerton, WA PMSA............................     212,642     210,520     200,195     191,990     189,731
    Kitsap County, WA...........................     212,642     210,520     200,195     191,990     189,731
  Olympia, WA PMSA..............................     183,138     176,454     169,403     163,017     161,238
    Thurston County, WA.........................     183,138     176,454     169,403     163,017     161,238
  Seattle-Bellevue-Everett, WA PMSA.............   2,152,371   2,120,874   2,079,164   2,047,614   2,033,128
    Island County, WA...........................      65,758      65,472      62,531      60,976      60,195
    King County, WA.............................   1,573,413   1,555,700   1,532,520   1,515,601   1,507,305
    Snohomish County, WA........................     513,200     499,702     484,113     471,037     465,628
  Tacoma, WA PMSA...............................     629,455     618,379     604,392     590,444     586,203
    Pierce County, WA...........................     629,455     618,379     604,392     590,444     586,203
Sharon, PA MSA..................................     122,073     121,869     121,457     121,034     121,003
  Mercer County, PA.............................     122,073     121,869     121,457     121,034     121,003
Sheboygan, WI MSA...............................     106,058     105,169     104,451     104,086     103,877
  Sheboygan County, WI..........................     106,058     105,169     104,451     104,086     103,877
Sherman-Denison, TX MSA.........................      95,911      95,292      95,582      95,005      95,019
  Grayson County, TX............................      95,911      95,292      95,582      95,005      95,019
Shreveport-Bossier City, LA MSA.................     376,039     374,221     373,072     375,277     376,330
  Bossier Parish, LA............................      87,584      86,184      85,912      85,864      86,088
  Caddo Parish, LA..............................     246,816     246,508     245,661     247,511     248,253
  Webster Parish, LA............................      41,639      41,529      41,499      41,902      41,989
